episode,length,time,reward,delta
0,49.0,0.0009810924530029297,0.0,-0.000374314308814735
1,5.0,0.00011897087097167969,0.0,-8.727121567242457e-05
2,30.0,0.0005757808685302734,0.0,-0.00010526587184728447
3,22.0,0.0004279613494873047,0.0,-6.632057178283433e-05
4,55.0,0.0010292530059814453,0.0,0.00011717565259156023
5,12.0,0.0002410411834716797,0.0,2.2084798414975207e-05
6,24.0,0.00045800209045410156,0.0,-6.632057178283389e-06
7,29.0,0.0005488395690917969,0.0,-3.471455440829437e-05
8,19.0,0.00037288665771484375,0.0,1.1717565259156061e-05
9,9.0,0.0001888275146484375,0.0,-8.744983202952711e-05
10,5.0,0.00011587142944335938,0.0,1.8172043950948405e-05
11,33.0,0.0006201267242431641,0.0,0.00022939607531631084
12,6.0,0.00013113021850585938,0.0,2.29396075316311e-05
13,30.0,0.0005710124969482422,0.0,0.00012274118416106687
14,39.0,0.0007290840148925781,0.0,0.0005690066668814989
15,14.0,0.0002770423889160156,0.0,0.00023730890920210644
16,26.0,0.0004949569702148438,0.0,0.0002123189643119253
17,5.0,0.00011301040649414062,0.0,2.3730890920210617e-05
18,73.0,0.0013430118560791016,0.0,0.00026101224762618207
19,7.0,0.00014901161193847656,0.0,2.610122476261824e-05
20,27.0,0.0005097389221191406,0.0,4.2366328695605247e-05
21,33.0,0.0006191730499267578,0.0,0.0002746966424268716
22,27.0,0.0005099773406982422,0.0,1.2274118416106725e-05
23,17.0,0.00032782554626464844,0.0,5.0853525588793525e-05
24,15.0,0.0002923011779785156,0.0,0.0001959242564872526
25,47.0,0.0008687973022460938,0.0,0.0003039680795454229
26,28.0,0.0005271434783935547,0.0,5.085352558879331e-06
27,44.0,0.0008211135864257812,0.0,-7.988604046292082e-05
28,38.0,0.0007092952728271484,0.0,0.0002689541286029773
29,33.0,0.0006239414215087891,0.0,0.0003151191898679705
30,21.0,0.0004038810729980469,0.0,0.0002571803971966244
31,37.0,0.0006949901580810547,0.0,-0.00035951683303755435
32,26.0,0.0004940032958984375,0.0,0.0003389382824067247
33,8.0,0.00016832351684570312,0.0,0.0002354031308439409
34,28.0,0.0005340576171875,0.0,2.3540313084394085e-05
35,32.0,0.0006031990051269531,0.0,0.00039370752631818313
36,82.0,0.0015060901641845703,0.0,0.0003896855422728851
37,8.0,0.00016689300537109375,0.0,0.00029719080579910677
38,18.0,0.00034809112548828125,0.0,0.0002455585802035564
39,19.0,0.00036787986755371094,0.0,0.00028664962525001543
40,21.0,0.0004038810729980469,0.0,0.00022628927261700472
41,8.0,0.0001678466796875,0.0,3.039680795454227e-05
42,38.0,0.0007119178771972656,0.0,0.00024999818315680046
43,28.0,0.000530242919921875,0.0,0.0003122243637846237
44,10.0,0.000202178955078125,0.0,3.122243637846236e-05
45,29.0,0.0005481243133544922,0.0,0.0004919835882956274
46,9.0,0.0001850128173828125,0.0,2.2628927261700434e-05
47,9.0,0.000186920166015625,0.0,2.9719080579910682e-05
48,9.0,0.000186920166015625,0.0,0.0002690052633651269
49,7.0,0.00014901161193847656,0.0,2.6895412860297686e-05
50,65.0,0.0011951923370361328,0.0,0.00026600899807031723
51,32.0,0.0006022453308105469,0.0,3.151191898679705e-05
52,15.0,0.0002942085266113281,0.0,5.3482066161403654e-05
53,18.0,0.0003490447998046875,0.0,0.0002859539465651687
54,22.0,0.0004220008850097656,0.0,-4.849147585412022e-05
55,20.0,0.00038504600524902344,0.0,0.00018351279930755524
56,7.0,0.00014781951904296875,0.0,0.00014424561401103834
57,19.0,0.0003635883331298828,0.0,0.00022180145659548303
58,49.0,0.0009069442749023438,0.0,2.218014565954834e-05
59,15.0,0.0002949237823486328,0.0,0.0003336546756260579
60,16.0,0.0003139972686767578,0.0,2.2180145659547908e-06
61,76.0,0.0014028549194335938,0.0,0.00036486794051343666
62,8.0,0.00016808509826660156,0.0,3.3365467562605756e-05
63,19.0,0.00036787986755371094,0.0,0.00022992676105435987
64,8.0,0.00016808509826660156,0.0,0.0003745643266422129
65,61.0,0.0011289119720458984,0.0,0.00028320891539036807
66,6.0,0.00012969970703125,0.0,0.00025414165369200097
67,7.0,0.0001480579376220703,0.0,3.336546756260543e-06
68,20.0,0.0003809928894042969,0.0,0.00030208272038785973
69,17.0,0.00032806396484375,0.0,4.9198358829562715e-05
70,6.0,0.0001289844512939453,0.0,2.2992676105436014e-05
71,89.0,0.001622915267944336,0.0,1.5470472827552244e-05
72,4.0,9.489059448242188e-05,0.0,0.00033176853792125916
73,19.0,0.0003650188446044922,0.0,5.348206616140338e-06
74,11.0,0.00021886825561523438,0.0,0.00025096036116551
75,20.0,0.0003838539123535156,0.0,0.000301797376137638
76,44.0,0.0008111000061035156,0.0,-7.988604046292049e-06
77,44.0,0.0008151531219482422,0.0,6.23703731851809e-05
78,9.0,0.000186920166015625,0.0,2.5096036116551053e-05
79,19.0,0.0003681182861328125,0.0,0.00040337183754300817
80,16.0,0.0003116130828857422,0.0,0.00023885939347088327
81,24.0,0.0004589557647705078,0.0,0.0002672470309541204
82,9.0,0.00018405914306640625,0.0,2.672470309541202e-05
83,15.0,0.00029277801513671875,0.0,3.0179737613763766e-05
84,23.0,0.00043582916259765625,0.0,4.033718375430083e-05
85,6.0,0.00013113021850585938,0.0,0.0004491892060794799
86,7.0,0.0001480579376220703,0.0,3.017973761376344e-06
87,12.0,0.0002391338348388672,0.0,0.0001424554485583196
88,30.0,0.0005629062652587891,0.0,0.0002918008270555303
89,21.0,0.0004010200500488281,0.0,0.0003734417398015909
90,45.0,0.0008368492126464844,0.0,0.0002490831812324586
91,19.0,0.0003669261932373047,0.0,0.00050346831619075
92,10.0,0.00020313262939453125,0.0,0.00014198730973821012
93,80.0,0.0014622211456298828,0.0,0.00022479054274292693
94,18.0,0.0003478527069091797,0.0,0.00040915899100958653
95,24.0,0.00045680999755859375,0.0,0.00021486068102014646
96,10.0,0.0002028942108154297,0.0,0.0003120932490959803
97,27.0,0.0005087852478027344,0.0,3.1209324909598065e-05
98,20.0,0.0003871917724609375,0.0,2.2479054274292688e-05
99,45.0,0.0008358955383300781,0.0,0.0004183952970623048
100,16.0,0.0003108978271484375,0.0,0.0003671042557778356
101,26.0,0.0004940032958984375,0.0,2.9180082705553088e-05
102,15.0,0.00029397010803222656,0.0,2.247905427429247e-06
103,24.0,0.00045609474182128906,0.0,3.120932490959785e-06
104,33.0,0.0006210803985595703,0.0,2.148606810201462e-05
105,10.0,0.00020194053649902344,0.0,5.1493110389245924e-05
106,24.0,0.00045418739318847656,0.0,0.0001701259509176798
107,32.0,0.0005996227264404297,0.0,0.000325292635354241
108,33.0,0.0006163120269775391,0.0,0.0004180459228811433
109,43.0,0.0007970333099365234,0.0,2.247905427429247e-07
110,20.0,0.00038313865661621094,0.0,4.1804592288114274e-05
111,15.0,0.0002932548522949219,0.0,2.2479054274297892e-08
112,9.0,0.00018525123596191406,0.0,-4.603170610122532e-05
113,30.0,0.0005660057067871094,0.0,0.00026532533078543015
114,41.0,0.0007600784301757812,0.0,0.0002386350245641268
115,19.0,0.0003647804260253906,0.0,0.000131731550833653
116,15.0,0.00029206275939941406,0.0,0.0003381851279288231
117,12.0,0.00024008750915527344,0.0,1.3173155083365316e-05
118,17.0,0.00033164024353027344,0.0,0.00013434336282864098
119,13.0,0.0002601146697998047,0.0,0.0002522027522375969
120,5.0,0.00011396408081054688,0.0,0.00043337914447312185
121,24.0,0.000453948974609375,0.0,0.00020760993590114845
122,9.0,0.00017404556274414062,0.0,4.333791444731215e-05
123,9.0,0.0001747608184814453,0.0,0.00027460889433602047
124,69.0,0.0011980533599853516,0.0,0.00034661463329855593
125,8.0,0.00015807151794433594,0.0,0.00028740101484028325
126,21.0,0.0003781318664550781,0.0,4.65778465300274e-05
127,22.0,0.0003960132598876953,0.0,0.00024102115001922532
128,16.0,0.0002942085266113281,0.0,0.00028708792279381716
129,14.0,0.00026106834411621094,0.0,0.00015308100773931972
130,27.0,0.0004818439483642578,0.0,1.530810077393196e-05
131,4.0,8.893013000488281e-05,0.0,0.0004158913041688773
132,15.0,0.0002760887145996094,0.0,0.00036124135709207227
133,28.0,0.0005018711090087891,0.0,3.0208272038785913e-05
134,25.0,0.00044798851013183594,0.0,1.530810077393207e-06
135,14.0,0.00026106834411621094,0.0,0.00010880205693413988
136,72.0,0.0012469291687011719,0.0,0.0003686654464775096
137,6.0,0.0001239776611328125,0.0,0.0004529933263100525
138,54.0,0.0009419918060302734,0.0,0.00032396854141566816
139,27.0,0.0004830360412597656,0.0,0.000602484632877243
140,24.0,0.0004363059997558594,0.0,0.00026247055258273207
141,5.0,0.00010895729064941406,0.0,0.0004263801390976907
142,18.0,0.0003299713134765625,0.0,0.0002457287584858453
143,51.0,0.0008919239044189453,0.0,0.00022248023724632474
144,14.0,0.0002598762512207031,0.0,0.00024947040354420343
145,10.0,0.00019097328186035156,0.0,0.0004164928432434197
146,15.0,0.0002770423889160156,0.0,4.164928432434195e-05
147,13.0,0.0002429485321044922,0.0,0.0003694226977939865
148,27.0,0.0004820823669433594,0.0,0.0002674434244864703
149,19.0,0.00035572052001953125,0.0,4.1649284324342005e-06
150,18.0,0.00033092498779296875,0.0,0.00039738608566818425
151,10.0,0.0001938343048095703,0.0,0.0003260410880294902
152,51.0,0.0008969306945800781,0.0,0.00040132481125364385
153,9.0,0.00017595291137695312,0.0,3.973860856681835e-05
154,46.0,0.0008130073547363281,0.0,2.624705525827324e-05
155,9.0,0.0001761913299560547,0.0,0.0003480383934631692
156,18.0,0.0003299713134765625,0.0,0.0005085559534501891
157,36.0,0.0006351470947265625,0.0,0.0004588678435844497
158,8.0,0.00015997886657714844,0.0,0.0003545815432250339
159,26.0,0.00047206878662109375,0.0,0.00019182192192164374
160,12.0,0.0002300739288330078,0.0,0.0003113606266905239
161,15.0,0.0002810955047607422,0.0,0.0001653526765404169
162,18.0,0.0003337860107421875,0.0,4.588678435844492e-05
163,28.0,0.0005040168762207031,0.0,0.0003852600982689464
164,25.0,0.0004520416259765625,0.0,0.0003475644215951613
165,9.0,0.00017499923706054688,0.0,3.545815432250338e-05
166,14.0,0.00026106834411621094,0.0,0.00016796148305150158
167,42.0,0.0007410049438476562,1.0,0.9998021924376415
168,42.0,0.0007390975952148438,0.0,6.237037318518096e-06
